Upregulated
Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000048248	ENSRNOT00000072943	ENSRNOP00000065991	AABR07000699.1	AABR07000699.1	Protein LOC100910446  [Source:UniProtKB/TrEMBL;Acc:M0R930]	-1252.743254	0.038647207	0	12.97
ENSRNOG00000007057	ENSRNOT00000036029	ENSRNOP00000030107	CSMD2	Csmd2	CUB and Sushi multiple domains 2 [Source:RGD Symbol;Acc:1565728]	-1.476637198	0.041808573	1283	2034
ENSRNOG00000060635	ENSRNOT00000092216	-	AABR07052897.3	AABR07052897.3	-	-2.023282715	0.044669043	58	126
ENSRNOG00000055068	ENSRNOT00000088798	ENSRNOP00000071404	LOC100360977	LOC100360977	TRIMCyp-like [Source:RGD Symbol;Acc:2321083]	-1.480952134	0.050053909	929.03	1477.14
ENSRNOG00000004918	ENSRNOT00000006524	ENSRNOP00000006524	KCNA4	Kcna4	potassium channel, voltage gated shaker related subfamily A, member 4 [Source:RGD Symbol;Acc:2952]	-1.553290018	0.052243844	337	562
ENSRNOG00000019937	ENSRNOT00000088626	ENSRNOP00000070146	KCNK1	Kcnk1	potassium channel, two pore domain subfamily K, member 1 [Source:RGD Symbol;Acc:621447]	-1.47529404	0.053590787	1019	1614
ENSRNOG00000028992	ENSRNOT00000049681	ENSRNOP00000044130	ACAN	Acan	aggrecan [Source:RGD Symbol;Acc:68358]	-1.662035755	0.056300556	167	298
ENSRNOG00000027253	ENSRNOT00000026985	ENSRNOP00000026985	PCDHGA10	Pcdhga10	protocadherin gamma subfamily A, 10 [Source:RGD Symbol;Acc:1308289]	-1.657687166	0.059744923	168	299
ENSRNOG00000034007	ENSRNOT00000052018	ENSRNOP00000045942	NR3C2	Nr3c2	nuclear receptor subfamily 3, group C, member 2 [Source:RGD Symbol;Acc:3094]	-1.458790486	0.062445336	1662	2603
ENSRNOG00000002890	ENSRNOT00000003857	ENSRNOP00000003857	ANKRD45	Ankrd45	ankyrin repeat domain 45 [Source:RGD Symbol;Acc:1311153]	-3.279283935	0.062790009	12.63	44.49
ENSRNOG00000013072	ENSRNOT00000017536	ENSRNOP00000017537	PLXNA4A	Plxna4a	plexin A4, A [Source:RGD Symbol;Acc:1308074]	-1.455439167	0.063594378	2165	3383
ENSRNOG00000053502	ENSRNOT00000089359	ENSRNOP00000070400	ARHGEF17	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17 [Source:MGI Symbol;Acc:MGI:2673002]	-1.454593967	0.063808333	3575	5583
ENSRNOG00000020485	ENSRNOT00000077883	ENSRNOP00000073138	VAV3	Vav3	vav 3 guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1565941]	-1.489986945	0.066203642	632	1011
ENSRNOG00000015049	ENSRNOT00000082892	ENSRNOP00000069875	SCN5A	Scn5a	sodium channel, voltage-gated, type V, alpha subunit [Source:RGD Symbol;Acc:3637]	-2.591139615	0.067319188	23	64
ENSRNOG00000056716	ENSRNOT00000081443	ENSRNOP00000072458	ZBTB20	Zbtb20	zinc finger and BTB domain containing 20 [Source:RGD Symbol;Acc:1560387]	-1.45805249	0.075997378	1231	1927
ENSRNOG00000015851	ENSRNOT00000021243	ENSRNOP00000021243	NAT8B	Nat8b	N-acetyltransferase 8B [Source:RGD Symbol;Acc:621605]	-1142.721102	0.076829144	0	11.83
ENSRNOG00000060773	ENSRNOT00000083072	ENSRNOP00000073882	SERTAD4	Sertad4	SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496]	-1.53911664	0.078512226	328	542
ENSRNOG00000003313	ENSRNOT00000004443	ENSRNOP00000004443	GLRA2	Glra2	glycine receptor, alpha 2 [Source:RGD Symbol;Acc:2705]	-2.000672375	0.085988206	54	116
ENSRNOG00000039461	ENSRNOT00000060472	ENSRNOP00000057216	PCDHGA3	Pcdhga3	protocadherin gamma subfamily A, 3 [Source:RGD Symbol;Acc:1598664]	-1.660031134	0.087050659	150.93	269
ENSRNOG00000045918	ENSRNOT00000070962	ENSRNOP00000067055	JARID2	Jarid2	jumonji, AT rich interactive domain 2 [Source:RGD Symbol;Acc:1591663]	-1.483092466	0.087400827	596	949
ENSRNOG00000007754	ENSRNOT00000010188	ENSRNOP00000010188	INSM2	Insm2	insulinoma-associated 2 [Source:RGD Symbol;Acc:1306949]	-3.536988347	0.092561535	10	38
ENSRNOG00000001442	ENSRNOT00000001961	ENSRNOP00000001961	POR	Por	P450 (cytochrome) oxidoreductase [Source:RGD Symbol;Acc:68335]	-1.441542777	0.099763944	1972	3052
ENSRNOG00000004026	ENSRNOT00000066174	ENSRNOP00000059397	ATP2B1	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1 [Source:RGD Symbol;Acc:621303]	-1.450786158	0.101199237	10271	15998
ENSRNOG00000005393	ENSRNOT00000007162	ENSRNOP00000007162	SERTAD2	Sertad2	SERTA domain containing 2 [Source:RGD Symbol;Acc:1564049]	-1.608803494	0.101437764	187	323
ENSRNOG00000001793	ENSRNOT00000002443	ENSRNOP00000002443	HEG1	Heg1	heart development protein with EGF-like domains 1 [Source:RGD Symbol;Acc:1564641]	-1.441897869	0.10278881	1717	2658
ENSRNOG00000008479	ENSRNOT00000042251	ENSRNOP00000040765	SLC8A1	Slc8a1	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:RGD Symbol;Acc:3717]	-1.455293713	0.103185368	937	1464
ENSRNOG00000016502	ENSRNOT00000022476	ENSRNOP00000022476	DSCAML1	Dscaml1	Down syndrome cell adhesion molecule-like 1 [Source:RGD Symbol;Acc:1304887]	-1.438181025	0.107852355	2213	3417
ENSRNOG00000019181	ENSRNOT00000064686	ENSRNOP00000061109	SYNPO	Synpo	synaptopodin [Source:RGD Symbol;Acc:620668]	-1.437576482	0.108000981	2799	4320
ENSRNOG00000010888	ENSRNOT00000077598	ENSRNOP00000071061	ANKRD33B	Ankrd33b	ankyrin repeat domain 33B [Source:RGD Symbol;Acc:1564227]	-1.493561267	0.10895515	454	728
ENSRNOG00000052725	ENSRNOT00000084666	ENSRNOP00000071342	RGD1566029	RGD1566029	Protein RGD1566029; Similar to mKIAA1644 protein (Predicted)  [Source:UniProtKB/TrEMBL;Acc:D3ZJY8]	-1.444546594	0.108973538	1287	1996
ENSRNOG00000014576	ENSRNOT00000019867	ENSRNOP00000019867	DOCK3	Dock3	dedicator of cyto-kinesis 3 [Source:RGD Symbol;Acc:1306677]	-1.437547053	0.109014866	2363	3647
ENSRNOG00000025558	ENSRNOT00000030913	ENSRNOP00000030796	PALM2	Palm2	paralemmin 2 [Source:RGD Symbol;Acc:6497336]	-1.50734239	0.109262716	387.29	626.76
ENSRNOG00000037687	ENSRNOT00000067333	ENSRNOP00000062362	RSPO2	Rspo2	R-spondin 2 [Source:RGD Symbol;Acc:1562331]	-1.441605165	0.111670659	1435	2221
ENSRNOG00000003792	ENSRNOT00000066480	ENSRNOP00000063505	MED14	Med14	mediator complex subunit 14 [Source:RGD Symbol;Acc:1560170]	-1.436990388	0.112149283	2159.09	3331
ENSRNOG00000007014	ENSRNOT00000009802	ENSRNOP00000009802	CNKSR2	Cnksr2	connector enhancer of kinase suppressor of Ras 2 [Source:RGD Symbol;Acc:708454]	-1.43744296	0.112543218	4068	6278
ENSRNOG00000047574	ENSRNOT00000064872	ENSRNOP00000060600	NRXN3	Nrxn3	neurexin 3 [Source:RGD Symbol;Acc:620212]	-1.48058906	0.116822644	519	825
ENSRNOG00000050877	ENSRNOT00000074157	ENSRNOP00000064372	LOC100912538	LOC100912538	centrin-3-like [Source:RGD Symbol;Acc:6486167]	-1067.442787	0.120546039	0	11.05
ENSRNOG00000003897	ENSRNOT00000005311	ENSRNOP00000005311	COL1A1	Col1a1	collagen, type I, alpha 1 [Source:RGD Symbol;Acc:61817]	-1.79623923	0.122260803	84	162
ENSRNOG00000052023	ENSRNOT00000089393	ENSRNOP00000075093	AABR07002885.1	AABR07002885.1	-	-4.537616541	0.122292033	5.74	28
ENSRNOG00000036880	ENSRNOT00000037318	ENSRNOP00000029510	ARL5C	Arl5c	ADP-ribosylation factor-like 5C [Source:RGD Symbol;Acc:1563128]	-2.917249418	0.123806513	15	47
ENSRNOG00000026910	ENSRNOT00000037128	ENSRNOP00000033893	GJB4	Gjb4	gap junction protein, beta 4 [Source:RGD Symbol;Acc:621829]	-1062.617254	0.12398158	0	11
ENSRNOG00000060836	ENSRNOT00000091638	-	U1	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	-1062.617254	0.12398158	0	11
ENSRNOG00000050760	ENSRNOT00000073192	ENSRNOP00000066202	TGFBR1	Tgfbr1	transforming growth factor, beta receptor 1 [Source:RGD Symbol;Acc:3852]	-1061.652148	0.124678743	0	10.99
ENSRNOG00000008885	ENSRNOT00000087536	ENSRNOP00000073810	CHST11	Chst11	carbohydrate (chondroitin 4) sulfotransferase 11 [Source:RGD Symbol;Acc:1308400]	-1.469851605	0.142246557	538	849
ENSRNOG00000001141	ENSRNOT00000001507	ENSRNOP00000001507	SRRM4	Srrm4	serine/arginine repetitive matrix 4 [Source:MGI Symbol;Acc:MGI:1916205]	-1.563911882	0.150424131	215	361
ENSRNOG00000030318	ENSRNOT00000044945	ENSRNOP00000043707	GPR83	Gpr83	G protein-coupled receptor 83 [Source:RGD Symbol;Acc:619891]	-1.467124657	0.151096222	539	849
ENSRNOG00000005404	ENSRNOT00000007687	ENSRNOP00000007687	RASGRP1	Rasgrp1	RAS guanyl releasing protein 1 (calcium and DAG-regulated) [Source:RGD Symbol;Acc:3539]	-1.436466473	0.151770032	9262	14284
ENSRNOG00000060599	ENSRNOT00000081831	ENSRNOP00000071478	GABRB3	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3 [Source:MGI Symbol;Acc:MGI:95621]	-1.427411541	0.152220906	1831	2806
ENSRNOG00000011387	ENSRNOT00000015296	ENSRNOP00000015296	TET3	Tet3	tet methylcytosine dioxygenase 3 [Source:RGD Symbol;Acc:1590584]	-1.445082134	0.153765353	816	1266
ENSRNOG00000046379	ENSRNOT00000071712	ENSRNOP00000067465	LOC100912604	LOC100912604	spermidine synthase-like [Source:RGD Symbol;Acc:6485978]	-1.681299855	0.154437143	118.08	213.15
ENSRNOG00000057161	ENSRNOT00000090633	-	AABR07027407.1	AABR07027407.1	-	-1.465499621	0.160238145	531.17	835.74
ENSRNOG00000009076	ENSRNOT00000012606	ENSRNOP00000012607	TTPAL	Ttpal	tocopherol (alpha) transfer protein-like [Source:RGD Symbol;Acc:1305754]	-1.439092833	0.166769419	877	1355
ENSRNOG00000021262	ENSRNOT00000028885	ENSRNOP00000028885	SLC23A2	Slc23a2	solute carrier family 23 (ascorbic acid transporter), member 2 [Source:RGD Symbol;Acc:619876]	-1.42175109	0.170764913	2574	3929
ENSRNOG00000006641	ENSRNOT00000070887	ENSRNOP00000065474	DBH	Dbh	dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:RGD Symbol;Acc:2489]	-5.345242698	0.17204527	4	23
ENSRNOG00000007916	ENSRNOT00000079599	ENSRNOP00000075518	PTK2	Ptk2	protein tyrosine kinase 2 [Source:RGD Symbol;Acc:3443]	-1.424538423	0.173892278	1513	2314
ENSRNOG00000010417	ENSRNOT00000013881	ENSRNOP00000013881	NOL4L	Nol4l	nucleolar protein 4-like [Source:RGD Symbol;Acc:1563510]	-1.503918859	0.1834737	314	507
ENSRNOG00000016011	ENSRNOT00000021471	ENSRNOP00000021471	PLEKHG1	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1 [Source:RGD Symbol;Acc:1583676]	-1.430341509	0.185146542	1010	1551
ENSRNOG00000014215	ENSRNOT00000019367	ENSRNOP00000019367	KLF9	Klf9	Kruppel-like factor 9 [Source:RGD Symbol;Acc:70934]	-1.418730879	0.186899947	2179	3319
ENSRNOG00000024082	ENSRNOT00000033900	ENSRNOP00000029833	GLDN	Gldn	gliomedin [Source:RGD Symbol;Acc:727879]	-1.754470912	0.186994195	86	162
ENSRNOG00000060817	ENSRNOT00000087129	ENSRNOP00000068837	STAM	Stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:RGD Symbol;Acc:1564499]	-1.424451055	0.18802057	1262	1930
ENSRNOG00000004269	ENSRNOT00000005905	ENSRNOP00000005905	MYT1L	Myt1l	myelin transcription factor 1-like [Source:RGD Symbol;Acc:620550]	-1.418474658	0.188951672	2096	3192
ENSRNOG00000038406	ENSRNOT00000071104	ENSRNOP00000066144	TMEM132B	Tmem132b	transmembrane protein 132B [Source:RGD Symbol;Acc:1566191]	-1.452560962	0.19695828	563	878
ENSRNOG00000003925	ENSRNOT00000072729	ENSRNOP00000065563	HHAT	Hhat	hedgehog acyltransferase [Source:RGD Symbol;Acc:1311746]	-4.650108212	0.198114954	5	25
ENSRNOG00000010994	ENSRNOT00000014824	ENSRNOP00000014824	HAS1	Has1	hyaluronan synthase 1 [Source:RGD Symbol;Acc:708528]	-2.328083872	0.198147179	26	65
ENSRNOG00000048056	ENSRNOT00000065052	ENSRNOP00000058827	LOC100911109	LOC100911109	sperm-associated antigen 4 protein-like [Source:RGD Symbol;Acc:6495088]	-976.7227674	0.200245569	0	10.11
ENSRNOG00000046031	ENSRNOT00000074261	ENSRNOP00000067594	TAP2	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:RGD Symbol;Acc:3818]	-3.715171527	0.201444191	7.78	31.06
ENSRNOG00000011352	ENSRNOT00000015521	ENSRNOP00000015521	FURIN	Furin	furin (paired basic amino acid cleaving enzyme) [Source:RGD Symbol;Acc:3274]	-1.423898078	0.203468967	1114	1703
ENSRNOG00000004888	ENSRNOT00000079874	ENSRNOP00000071793	SPRED2	Spred2	sprouty-related, EVH1 domain containing 2 [Source:RGD Symbol;Acc:1309304]	-1.449602193	0.20355286	577	898
ENSRNOG00000026091	ENSRNOT00000029721	ENSRNOP00000037495	SLC10A4	Slc10a4	solute carrier family 10, member 4 [Source:RGD Symbol;Acc:1309536]	-2.735031242	0.207920436	16	47
ENSRNOG00000060387	ENSRNOT00000091503	-	AABR07070161.6	AABR07070161.6	-	-966.1065949	0.211790211	0	10
ENSRNOG00000004179	ENSRNOT00000005706	ENSRNOP00000005706	NTS	Nts	neurotensin [Source:RGD Symbol;Acc:621612]	-1.481114883	0.212010961	366	582
ENSRNOG00000010065	ENSRNOT00000058079	ENSRNOP00000054887	DGKH	Dgkh	diacylglycerol kinase, eta [Source:RGD Symbol;Acc:1561955]	-1.447241914	0.218643012	567	881
ENSRNOG00000017586	ENSRNOT00000023626	-	AC094421.1	AC094421.1	-	-1.692615063	0.225041963	101.09	183.71
ENSRNOG00000061160	ENSRNOT00000080084	ENSRNOP00000070978	HTRA4	Htra4	HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]	-1.93719504	0.225912588	50	104
ENSRNOG00000003160	ENSRNOT00000004235	ENSRNOP00000004235	RRAGB	RragB	Ras-related GTP binding B [Source:RGD Symbol;Acc:619805]	-1.429191466	0.226308123	803.11	1232.3
ENSRNOG00000029386	ENSRNOT00000084770	ENSRNOP00000074505	RT1-N2	RT1-N2	RT1 class Ib, locus N2 [Source:RGD Symbol;Acc:1595850]	-1.994313821	0.229865981	44	94.22
ENSRNOG00000020848	ENSRNOT00000028290	ENSRNOP00000028290	ADCK4	Adck4	aarF domain containing kinase 4 [Source:RGD Symbol;Acc:1311356]	-1.436775054	0.230905093	658	1015
ENSRNOG00000026914	ENSRNOT00000035009	ENSRNOP00000032434	DNAH1	Dnah1	dynein, axonemal, heavy chain 1 [Source:RGD Symbol;Acc:621795]	-1.559104739	0.244788643	184	308
ENSRNOG00000007440	ENSRNOT00000029701	ENSRNOP00000028999	DZANK1	Dzank1	double zinc ribbon and ankyrin repeat domains 1 [Source:RGD Symbol;Acc:1311344]	-1.4440572	0.249564395	536	831
ENSRNOG00000007031	ENSRNOT00000009560	ENSRNOP00000009559	TRIM9	Trim9	tripartite motif-containing 9 [Source:RGD Symbol;Acc:621540]	-1.409189527	0.250899269	4176	6318
ENSRNOG00000051305	ENSRNOT00000075407	-	RN60_6_0926.1	Rn60_6_0926.1	-	-924.6070113	0.261527603	0	9.57
ENSRNOG00000059746	ENSRNOT00000077836	-	AABR07041411.1	AABR07041411.1	-	-2.438800225	0.262235426	21	55
ENSRNOG00000017635	ENSRNOT00000054890	ENSRNOP00000051774	INPP5A	Inpp5a	inositol polyphosphate-5-phosphatase A [Source:RGD Symbol;Acc:1306168]	-1.435472589	0.274740345	571	880
ENSRNOG00000032878	ENSRNOT00000045795	ENSRNOP00000042976	CXXC5	Cxxc5	CXXC finger protein 5 [Source:RGD Symbol;Acc:1359466]	-1.403179816	0.275185292	2130.45	3209.48
ENSRNOG00000015076	ENSRNOT00000020505	ENSRNOP00000020505	CYP26B1	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1 [Source:RGD Symbol;Acc:631379]	-1.494996524	0.276479	276	443
ENSRNOG00000023799	ENSRNOT00000036195	ENSRNOP00000033583	PAK1IP1	Pak1ip1	PAK1 interacting protein 1 [Source:RGD Symbol;Acc:1565353]	-1.552354951	0.283730444	180	300
ENSRNOG00000003675	ENSRNOT00000044129	ENSRNOP00000044293	PTCHD1	Ptchd1	patched domain containing 1 [Source:RGD Symbol;Acc:1564527]	-1.524923509	0.284902814	215	352
ENSRNOG00000006204	ENSRNOT00000008126	ENSRNOP00000008126	SLC30A3	Slc30a3	solute carrier family 30 (zinc transporter), member 3 [Source:RGD Symbol;Acc:1359689]	-1.402601279	0.289862822	3841	5784
ENSRNOG00000011921	ENSRNOT00000016328	ENSRNOP00000016328	DUSP4	Dusp4	dual specificity phosphatase 4 [Source:RGD Symbol;Acc:620625]	-1.425976611	0.292101016	646	989
ENSRNOG00000021103	ENSRNOT00000028651	ENSRNOP00000028651	NRXN2	Nrxn2	neurexin 2 [Source:RGD Symbol;Acc:620211]	-1.410080505	0.2940534	7885	11937
ENSRNOG00000047241	ENSRNOT00000072489	-	AABR07052125.1	AABR07052125.1	-	-2.384808119	0.299244645	21.71	55.6
ENSRNOG00000013250	ENSRNOT00000017708	ENSRNOP00000017708	PDCD5	Pdcd5	programmed cell death 5 [Source:RGD Symbol;Acc:1310561]	-1.624117599	0.301329216	120.89	210.8
ENSRNOG00000010094	ENSRNOT00000090301	ENSRNOP00000071874	KCNMB2	Kcnmb2	potassium channel subfamily M regulatory beta subunit 2 [Source:RGD Symbol;Acc:631398]	-2.947964015	0.303431273	12	38
ENSRNOG00000047014	ENSRNOT00000071804	ENSRNOP00000065989	HOMER1	Homer1	homer scaffolding protein 1 [Source:RGD Symbol;Acc:628725]	-1.417389131	0.309024706	736	1120
ENSRNOG00000003883	ENSRNOT00000005153	ENSRNOP00000005153	LOC317456	LOC317456	hypothetical LOC317456 [Source:RGD Symbol;Acc:1549733]	-887.9329607	0.311353821	0	9.19
ENSRNOG00000027233	ENSRNOT00000009400	ENSRNOP00000009400	TRPC5	Trpc5	transient receptor potential cation channel, subfamily C, member 5 [Source:RGD Symbol;Acc:619787]	-1.414703643	0.31499916	769	1168
ENSRNOG00000047080	ENSRNOT00000070807	ENSRNOP00000065598	GNG4	Gng4	guanine nucleotide binding protein (G protein), gamma 4 [Source:RGD Symbol;Acc:620806]	-1.449642599	0.316452703	408	635
ENSRNOG00000039848	ENSRNOT00000061166	ENSRNOP00000057879	AK6	Ak6	adenylate kinase 6 [Source:RGD Symbol;Acc:7387335]	-1.44241824	0.316813484	449.86	696.66
ENSRNOG00000045756	ENSRNOT00000031205	ENSRNOP00000030966	NRXN3	Nrxn3	neurexin III [Source:MGI Symbol;Acc:MGI:1096389]	-1.759267401	0.317178694	72	136
ENSRNOG00000049456	ENSRNOT00000071655	ENSRNOP00000066373	SLC35F3	Slc35f3	solute carrier family 35, member F3 [Source:RGD Symbol;Acc:1589548]	-1.463278231	0.318583461	345	542
ENSRNOG00000020782	ENSRNOT00000088037	ENSRNOP00000070730	PSPC1	Pspc1	paraspeckle component 1 [Source:RGD Symbol;Acc:1310122]	-1.41931701	0.31996536	672	1024
ENSRNOG00000005413	ENSRNOT00000007771	ENSRNOP00000007771	CREB3L1	Creb3l1	cAMP responsive element binding protein 3-like 1 [Source:RGD Symbol;Acc:1359613]	-1.475518699	0.320040684	303	480
ENSRNOG00000007687	ENSRNOT00000010620	ENSRNOP00000010620	SEMA7A	Sema7a	semaphorin 7A, GPI membrane anchor [Source:RGD Symbol;Acc:1305192]	-1.398807037	0.326020272	4484	6734
ENSRNOG00000005159	ENSRNOT00000006966	ENSRNOP00000006966	FAM135B	Fam135b	family with sequence similarity 135, member B [Source:RGD Symbol;Acc:1308133]	-1.463663276	0.338924611	329	517
ENSRNOG00000046863	ENSRNOT00000071305	ENSRNOP00000066827	C1QL2	C1ql2	complement component 1, q subcomponent-like 2 [Source:RGD Symbol;Acc:1594583]	-1.394612461	0.348324518	1472	2204
ENSRNOG00000060572	ENSRNOT00000083171	ENSRNOP00000074825	TLK1	Tlk1	Protein Tlk1; Tousled-like kinase 1 (Predicted)  [Source:UniProtKB/TrEMBL;Acc:D3ZXW7]	-1.424891332	0.348864724	543.7	831.75
ENSRNOG00000048291	ENSRNOT00000073079	ENSRNOP00000065504	TBCC	Tbcc	tubulin folding cofactor C [Source:RGD Symbol;Acc:1306756]	-1.497343089	0.349511451	237	381
ENSRNOG00000009563	ENSRNOT00000042180	ENSRNOP00000050471	KRT2	Krt2	keratin 2, type II [Source:RGD Symbol;Acc:1303297]	-1.55235166	0.355292725	162	270
ENSRNOG00000021855	ENSRNOT00000050795	ENSRNOP00000043530	KCP	Kcp	kielin/chordin-like protein [Source:RGD Symbol;Acc:1561119]	-1.539791804	0.361879974	173	286
ENSRNOG00000013934	ENSRNOT00000064902	ENSRNOP00000061141	ST5	St5	suppression of tumorigenicity 5 [Source:RGD Symbol;Acc:1308995]	-1.392433016	0.362773062	1483	2217
ENSRNOG00000003990	ENSRNOT00000005347	ENSRNOP00000005347	GRB2	Grb2	growth factor receptor bound protein 2 [Source:RGD Symbol;Acc:619758]	-1.393409269	0.364327376	4363	6527
ENSRNOG00000014511	ENSRNOT00000019672	ENSRNOP00000019672	ALG10	Alg10	ALG10, alpha-1,2-glucosyltransferase [Source:RGD Symbol;Acc:708500]	-1.483772733	0.365501857	258	411
ENSRNOG00000008865	ENSRNOT00000011780	ENSRNOP00000011780	STAC	Stac	SH3 and cysteine rich domain [Source:RGD Symbol;Acc:1305745]	-2.102887347	0.373028535	31	70
ENSRNOG00000027264	ENSRNOT00000037624	ENSRNOP00000033416	DAGLA	Dagla	diacylglycerol lipase, alpha [Source:RGD Symbol;Acc:1359461]	-1.397481619	0.375503926	6929	10396
ENSRNOG00000005148	ENSRNOT00000006833	ENSRNOP00000006833	SCRT2	Scrt2	scratch family zinc finger 2 [Source:RGD Symbol;Acc:1564796]	-1.5447799	0.378317815	164	272
ENSRNOG00000008553	ENSRNOT00000011384	ENSRNOP00000011384	MTHFR	Mthfr	methylenetetrahydrofolate reductase (NAD(P)H) [Source:RGD Symbol;Acc:1309952]	-1.51239771	0.378807735	202	328
ENSRNOG00000017037	ENSRNOT00000079855	ENSRNOP00000071051	OTUD3	Otud3	OTU deubiquitinase 3 [Source:RGD Symbol;Acc:1560468]	-1.591454822	0.382360629	127	217
ENSRNOG00000020743	ENSRNOT00000028177	ENSRNOP00000028177	CYP2S1	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:RGD Symbol;Acc:1306078]	-1.668316051	0.385853134	91	163
ENSRNOG00000021269	ENSRNOT00000028892	ENSRNOP00000028892	CHGB	Chgb	chromogranin B [Source:RGD Symbol;Acc:2339]	-1.400401809	0.394757004	9869	14838
ENSRNOG00000046791	ENSRNOT00000072485	ENSRNOP00000064987	SH3RF3	Sh3rf3	SH3 domain containing ring finger 3 [Source:RGD Symbol;Acc:1589772]	-1.583388948	0.395320288	130	221
ENSRNOG00000050713	ENSRNOT00000009911	ENSRNOP00000009911	AABR07033279.1	AABR07033279.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZWN5]	-831.9567782	0.396376853	0	8.61
ENSRNOG00000010060	ENSRNOT00000083395	ENSRNOP00000075246	PANX1	Panx1	Pannexin 1 [Source:RGD Symbol;Acc:735204]	-1.453018501	0.400974022	325	507
ENSRNOG00000014166	ENSRNOT00000079718	ENSRNOP00000071488	SMOC2	Smoc2	SPARC related modular calcium binding 2 [Source:RGD Symbol;Acc:1306681]	-2.02225344	0.402088318	35	76
ENSRNOG00000001704	ENSRNOT00000084134	ENSRNOP00000070750	RUNX1	Runx1	runt-related transcription factor 1 [Source:RGD Symbol;Acc:2283]	-1.666154667	0.402896677	90	161
ENSRNOG00000024945	ENSRNOT00000005516	ENSRNOP00000005516	DUSP18	Dusp18	dual specificity phosphatase 18 [Source:RGD Symbol;Acc:1306929]	-1.391809883	0.404946243	1048	1566
ENSRNOG00000011702	ENSRNOT00000091146	ENSRNOP00000071307	FOXP3	Foxp3	forkhead box P3 [Source:RGD Symbol;Acc:1562112]	-4.156517575	0.408323566	5.14	22.97
ENSRNOG00000011980	ENSRNOT00000016073	ENSRNOP00000016073	LRRC7	Lrrc7	leucine rich repeat containing 7 [Source:RGD Symbol;Acc:708527]	-1.385014386	0.408852342	1651	2455
ENSRNOG00000005975	ENSRNOT00000057587	ENSRNOP00000054398	RPL30	Rpl30	ribosomal protein L30 [Source:RGD Symbol;Acc:621201]	-1.639466872	0.41362861	98.76	173.84
ENSRNOG00000011634	ENSRNOT00000015540	ENSRNOP00000015540	XKR6	Xkr6	XK, Kell blood group complex subunit-related family, member 6 [Source:RGD Symbol;Acc:1310719]	-1.627684227	0.419620178	103	180
ENSRNOG00000002972	ENSRNOT00000003979	ENSRNOP00000003979	RGD1565283	RGD1565283	similar to novel protein [Source:RGD Symbol;Acc:1565283]	-2.606972139	0.420036999	15	42
ENSRNOG00000054360	ENSRNOT00000087834	ENSRNOP00000074465	TSPAN11	Tspan11	Tetraspanin-11  [Source:UniProtKB/Swiss-Prot;Acc:Q568Y5]	-1.905000736	0.421199568	44	90
ENSRNOG00000039902	ENSRNOT00000061284	ENSRNOP00000057996	LBH	Lbh	limb bud and heart development [Source:RGD Symbol;Acc:1584525]	-1.958155729	0.424849428	39	82
